OrderID,Date,Month,Region,Country,SalesRep,Product,Category,Units,UnitPrice,Revenue,Cost,Profit
SO-2025-05797,2025-11-19,2025-11,North America,United States,Liam Chen,UltraWide Monitor 34,Hardware,3,620.0,1860.0,1230.0,630.0
SO-2025-05356,2025-11-19,2025-11,North America,United States,Liam Chen,Mechanical Keyboard,Accessories,8,110.5,884.0,496.0,388.0
SO-2025-03516,2025-11-19,2025-11,North America,Mexico,Liam Chen,Noise-Cancel Headset,Accessories,1,228.0,228.0,118.0,110.0
SO-2025-02508,2025-11-19,2025-11,Europe,Spain,Emma Laurent,Analytics Add-on,Software,6,441.0,2646.0,420.0,2226.0
SO-2025-01789,2025-11-19,2025-11,Europe,United Kingdom,Noah Muller,Laptop Air 13,Hardware,4,1008.0,4032.0,2800.0,1232.0
SO-2025-01659,2025-11-19,2025-11,North America,Canada,Liam Chen,Security Suite,Software,6,623.0,3738.0,660.0,3078.0
SO-2025-04724,2025-11-20,2025-11,APAC,Singapore,Chloe Wong,USB-C Dock,Accessories,8,162.0,1296.0,704.0,592.0
SO-2025-01279,2025-11-20,2025-11,North America,Canada,Ava Thompson,Laptop Air 13,Hardware,1,892.5,892.5,700.0,192.5
SO-2025-05829,2025-11-20,2025-11,North America,Canada,Ava Thompson,Security Suite,Software,24,581.0,13944.0,2640.0,11304.0
SO-2025-02238,2025-11-20,2025-11,APAC,Australia,Chloe Wong,Analytics Add-on,Software,14,360.0,5040.0,980.0,4060.0
SO-2025-05604,2025-11-20,2025-11,North America,United States,Liam Chen,CRM Suite (annual),Software,23,846.0,19458.0,3220.0,16238.0
SO-2025-04776,2025-11-20,2025-11,APAC,Australia,Haruto Sato,Analytics Add-on,Software,24,427.5,10260.0,1680.0,8580.0
SO-2025-01998,2025-11-20,2025-11,North America,Mexico,Sofia Ramirez,Laptop Air 13,Hardware,4,850.5,3402.0,2800.0,602.0
SO-2025-04782,2025-11-20,2025-11,APAC,India,Chloe Wong,Noise-Cancel Headset,Accessories,8,204.0,1632.0,944.0,688.0
SO-2025-01857,2025-11-20,2025-11,North America,Mexico,Sofia Ramirez,Security Suite,Software,15,609.0,9135.0,1650.0,7485.0
SO-2025-04519,2025-11-20,2025-11,Europe,Germany,Oliver Smith,Analytics Add-on,Software,24,436.5,10476.0,1680.0,8796.0
SO-2025-02906,2025-11-20,2025-11,APAC,Australia,Priya Nair,USB-C Dock,Accessories,2,180.0,360.0,176.0,184.0
SO-2025-00975,2025-11-20,2025-11,North America,Mexico,Liam Chen,Laptop Air 13,Hardware,3,850.5,2551.5,2100.0,451.5
SO-2025-00340,2025-11-20,2025-11,Europe,United Kingdom,Noah Muller,CRM Suite (annual),Software,22,783.0,17226.0,3080.0,14146.0
SO-2025-05012,2025-11-20,2025-11,Europe,Spain,Oliver Smith,Noise-Cancel Headset,Accessories,8,216.0,1728.0,944.0,784.0
SO-2025-04881,2025-11-20,2025-11,APAC,Japan,Haruto Sato,UltraWide Monitor 34,Hardware,1,582.8,582.8,410.0,172.8
SO-2025-03005,2025-11-20,2025-11,North America,United States,Sofia Ramirez,Analytics Add-on,Software,16,400.5,6408.0,1120.0,5288.0
SO-2025-00959,2025-11-20,2025-11,APAC,India,Chloe Wong,Mechanical Keyboard,Accessories,3,122.2,366.6,186.0,180.6
SO-2025-00950,2025-11-20,2025-11,North America,Canada,Sofia Ramirez,Noise-Cancel Headset,Accessories,7,230.4,1612.8,826.0,786.8
SO-2025-02553,2025-11-20,2025-11,LATAM,Argentina,Diego Fernandez,Laptop Pro 15,Hardware,3,1392.0,4176.0,2940.0,1236.0
SO-2025-04008,2025-11-20,2025-11,North America,Mexico,Sofia Ramirez,Security Suite,Software,23,588.0,13524.0,2530.0,10994.0
SO-2025-02518,2025-11-20,2025-11,APAC,Japan,Chloe Wong,Security Suite,Software,20,567.0,11340.0,2200.0,9140.0
SO-2025-04658,2025-11-20,2025-11,APAC,Australia,Haruto Sato,Noise-Cancel Headset,Accessories,10,225.6,2256.0,1180.0,1076.0
SO-2025-02734,2025-11-20,2025-11,North America,Mexico,Ava Thompson,Wireless Mouse,Accessories,3,52.65,157.95,72.0,85.95
SO-2025-03158,2025-11-20,2025-11,APAC,India,Chloe Wong,Security Suite,Software,17,637.0,10829.0,1870.0,8959.0
SO-2025-04631,2025-11-20,2025-11,LATAM,Chile,Diego Fernandez,Security Suite,Software,21,623.0,13083.0,2310.0,10773.0
SO-2025-02428,2025-11-20,2025-11,Europe,Spain,Oliver Smith,UltraWide Monitor 34,Hardware,3,601.4,1804.2,1230.0,574.2
SO-2025-01781,2025-11-20,2025-11,North America,Canada,Sofia Ramirez,Laptop Air 13,Hardware,1,924.0,924.0,700.0,224.0
SO-2025-03757,2025-11-20,2025-11,APAC,India,Haruto Sato,Noise-Cancel Headset,Accessories,7,196.8,1377.6,826.0,551.6
SO-2025-00445,2025-11-21,2025-11,Europe,Germany,Noah Muller,Laptop Pro 15,Hardware,2,1261.5,2523.0,1960.0,563.0
SO-2025-05187,2025-11-21,2025-11,North America,Canada,Sofia Ramirez,Wireless Mouse,Accessories,1,59.8,59.8,24.0,35.8
SO-2025-05322,2025-11-21,2025-11,Europe,Spain,Oliver Smith,Wireless Mouse,Accessories,10,55.25,552.5,240.0,312.5
SO-2025-05545,2025-11-21,2025-11,APAC,Japan,Haruto Sato,CRM Suite (annual),Software,7,810.0,5670.0,980.0,4690.0
SO-2025-05319,2025-11-21,2025-11,North America,Canada,Liam Chen,Noise-Cancel Headset,Accessories,5,218.4,1092.0,590.0,502.0
SO-2025-01209,2025-11-21,2025-11,North America,United States,Sofia Ramirez,Security Suite,Software,6,581.0,3486.0,660.0,2826.0
SO-2025-05803,2025-11-21,2025-11,APAC,Japan,Chloe Wong,Mechanical Keyboard,Accessories,3,120.9,362.7,186.0,176.7
SO-2025-01316,2025-11-21,2025-11,North America,Mexico,Ava Thompson,Security Suite,Software,17,630.0,10710.0,1870.0,8840.0
SO-2025-05547,2025-11-21,2025-11,North America,Mexico,Ava Thompson,Security Suite,Software,18,616.0,11088.0,1980.0,9108.0
SO-2025-00468,2025-11-21,2025-11,North America,United States,Liam Chen,Noise-Cancel Headset,Accessories,9,240.0,2160.0,1062.0,1098.0
SO-2025-05735,2025-11-21,2025-11,Europe,United Kingdom,Emma Laurent,UltraWide Monitor 34,Hardware,2,564.2,1128.4,820.0,308.4
SO-2025-03707,2025-11-21,2025-11,LATAM,Chile,Camila Rojas,Wireless Mouse,Accessories,3,57.85,173.55,72.0,101.55
SO-2025-04476,2025-11-21,2025-11,North America,Mexico,Ava Thompson,UltraWide Monitor 34,Hardware,3,589.0,1767.0,1230.0,537.0
SO-2025-03386,2025-11-21,2025-11,North America,Mexico,Ava Thompson,Wireless Mouse,Accessories,2,54.6,109.2,48.0,61.2
SO-2025-04873,2025-11-21,2025-11,North America,United States,Sofia Ramirez,UltraWide Monitor 34,Hardware,3,527.0,1581.0,1230.0,351.0
SO-2025-03635,2025-11-21,2025-11,North America,Canada,Sofia Ramirez,Laptop Pro 15,Hardware,3,1276.0,3828.0,2940.0,888.0
SO-2025-04940,2025-11-21,2025-11,APAC,Australia,Chloe Wong,Laptop Pro 15,Hardware,1,1276.0,1276.0,980.0,296.0
SO-2025-04231,2025-11-21,2025-11,Europe,United Kingdom,Emma Laurent,Security Suite,Software,23,574.0,13202.0,2530.0,10672.0
SO-2025-04119,2025-11-21,2025-11,Europe,France,Emma Laurent,Laptop Air 13,Hardware,3,861.0,2583.0,2100.0,483.0
SO-2025-03139,2025-11-21,2025-11,North America,United States,Liam Chen,Wireless Mouse,Accessories,4,57.2,228.8,96.0,132.8
SO-2025-02406,2025-11-21,2025-11,APAC,Japan,Haruto Sato,CRM Suite (annual),Software,6,891.0,5346.0,840.0,4506.0
SO-2025-00202,2025-11-21,2025-11,North America,United States,Ava Thompson,Laptop Pro 15,Hardware,4,1247.0,4988.0,3920.0,1068.0
SO-2025-02781,2025-11-22,2025-11,Europe,United Kingdom,Noah Muller,Noise-Cancel Headset,Accessories,8,194.4,1555.2,944.0,611.2
SO-2025-02540,2025-11-22,2025-11,North America,Mexico,Liam Chen,Security Suite,Software,18,602.0,10836.0,1980.0,8856.0
SO-2025-02562,2025-11-22,2025-11,North America,United States,Liam Chen,Analytics Add-on,Software,17,378.0,6426.0,1190.0,5236.0
SO-2025-04304,2025-11-22,2025-11,APAC,India,Priya Nair,Mechanical Keyboard,Accessories,3,118.3,354.9,186.0,168.9
SO-2025-03781,2025-11-22,2025-11,Europe,Spain,Emma Laurent,Wireless Mouse,Accessories,4,60.45,241.8,96.0,145.8
SO-2025-02843,2025-11-22,2025-11,North America,Canada,Ava Thompson,Mechanical Keyboard,Accessories,4,122.2,488.8,248.0,240.8
SO-2025-02332,2025-11-22,2025-11,North America,United States,Ava Thompson,USB-C Dock,Accessories,2,145.8,291.6,176.0,115.6
SO-2025-00591,2025-11-22,2025-11,North America,United States,Liam Chen,Analytics Add-on,Software,6,441.0,2646.0,420.0,2226.0
SO-2025-04074,2025-11-22,2025-11,North America,United States,Sofia Ramirez,Mechanical Keyboard,Accessories,9,107.9,971.1,558.0,413.1
SO-2025-00575,2025-11-22,2025-11,North America,Canada,Sofia Ramirez,Laptop Air 13,Hardware,4,945.0,3780.0,2800.0,980.0
SO-2025-00220,2025-11-22,2025-11,North America,United States,Ava Thompson,Analytics Add-on,Software,22,378.0,8316.0,1540.0,6776.0
SO-2025-02100,2025-11-22,2025-11,North America,Canada,Liam Chen,Wireless Mouse,Accessories,5,65.0,325.0,120.0,205.0
SO-2025-04849,2025-11-22,2025-11,LATAM,Argentina,Camila Rojas,Analytics Add-on,Software,24,409.5,9828.0,1680.0,8148.0
SO-2025-04756,2025-11-22,2025-11,North America,United States,Ava Thompson,Analytics Add-on,Software,9,441.0,3969.0,630.0,3339.0
SO-2025-02585,2025-11-22,2025-11,Europe,Germany,Noah Muller,CRM Suite (annual),Software,12,828.0,9936.0,1680.0,8256.0
SO-2025-01224,2025-11-22,2025-11,LATAM,Chile,Diego Fernandez,USB-C Dock,Accessories,7,162.0,1134.0,616.0,518.0
SO-2025-04709,2025-11-22,2025-11,Europe,France,Noah Muller,Security Suite,Software,4,693.0,2772.0,440.0,2332.0
SO-2025-02680,2025-11-22,2025-11,North America,Canada,Ava Thompson,USB-C Dock,Accessories,9,147.6,1328.4,792.0,536.4
SO-2025-02213,2025-11-22,2025-11,North America,United States,Liam Chen,Laptop Pro 15,Hardware,1,1232.5,1232.5,980.0,252.5
SO-2025-04868,2025-11-22,2025-11,LATAM,Argentina,Mateo Silva,Wireless Mouse,Accessories,6,53.95,323.7,144.0,179.7
SO-2025-05464,2025-11-22,2025-11,Europe,Spain,Emma Laurent,Noise-Cancel Headset,Accessories,2,225.6,451.2,236.0,215.2
SO-2025-04618,2025-11-22,2025-11,Europe,United Kingdom,Noah Muller,USB-C Dock,Accessories,9,149.4,1344.6,792.0,552.6
SO-2025-05648,2025-11-22,2025-11,Europe,Spain,Oliver Smith,Wireless Mouse,Accessories,9,56.55,508.95,216.0,292.95
SO-2025-04622,2025-11-22,2025-11,Europe,Spain,Emma Laurent,Analytics Add-on,Software,16,378.0,6048.0,1120.0,4928.0
SO-2025-03706,2025-11-23,2025-11,North America,United States,Ava Thompson,Mechanical Keyboard,Accessories,4,126.1,504.4,248.0,256.4
SO-2025-03567,2025-11-23,2025-11,APAC,Singapore,Haruto Sato,Analytics Add-on,Software,8,396.0,3168.0,560.0,2608.0
SO-2025-04387,2025-11-23,2025-11,North America,Mexico,Liam Chen,Security Suite,Software,9,693.0,6237.0,990.0,5247.0
SO-2025-02483,2025-11-23,2025-11,LATAM,Chile,Camila Rojas,Laptop Pro 15,Hardware,2,1406.5,2813.0,1960.0,853.0
SO-2025-04723,2025-11-23,2025-11,Europe,United Kingdom,Emma Laurent,Mechanical Keyboard,Accessories,2,111.8,223.6,124.0,99.6
SO-2025-00672,2025-11-23,2025-11,APAC,Australia,Haruto Sato,Laptop Pro 15,Hardware,3,1406.5,4219.5,2940.0,1279.5
SO-2025-01401,2025-11-23,2025-11,APAC,Singapore,Priya Nair,Laptop Air 13,Hardware,3,945.0,2835.0,2100.0,735.0
SO-2025-01349,2025-11-23,2025-11,APAC,Singapore,Haruto Sato,Security Suite,Software,8,630.0,5040.0,880.0,4160.0
SO-2025-04284,2025-11-23,2025-11,North America,Canada,Sofia Ramirez,Wireless Mouse,Accessories,9,63.7,573.3,216.0,357.3
SO-2025-05276,2025-11-23,2025-11,Europe,Spain,Oliver Smith,Laptop Air 13,Hardware,3,934.5,2803.5,2100.0,703.5
SO-2025-01748,2025-11-23,2025-11,APAC,Singapore,Priya Nair,UltraWide Monitor 34,Hardware,1,607.6,607.6,410.0,197.6
SO-2025-04802,2025-11-23,2025-11,North America,United States,Liam Chen,USB-C Dock,Accessories,1,180.0,180.0,88.0,92.0
SO-2025-02036,2025-11-23,2025-11,Europe,United Kingdom,Noah Muller,Wireless Mouse,Accessories,1,63.05,63.05,24.0,39.05
SO-2025-01753,2025-11-23,2025-11,Europe,Spain,Oliver Smith,USB-C Dock,Accessories,7,178.2,1247.4,616.0,631.4
SO-2025-04226,2025-11-23,2025-11,North America,United States,Ava Thompson,Laptop Pro 15,Hardware,3,1276.0,3828.0,2940.0,888.0
SO-2025-04793,2025-11-23,2025-11,Europe,Germany,Oliver Smith,Wireless Mouse,Accessories,10,62.4,624.0,240.0,384.0
SO-2025-03468,2025-11-23,2025-11,APAC,Australia,Priya Nair,Security Suite,Software,21,574.0,12054.0,2310.0,9744.0
SO-2025-02945,2025-11-23,2025-11,Europe,Spain,Oliver Smith,Mechanical Keyboard,Accessories,3,118.3,354.9,186.0,168.9
SO-2025-00083,2025-11-23,2025-11,North America,United States,Sofia Ramirez,USB-C Dock,Accessories,5,158.4,792.0,440.0,352.0
SO-2025-00584,2025-11-23,2025-11,Europe,Germany,Emma Laurent,Analytics Add-on,Software,13,418.5,5440.5,910.0,4530.5
SO-2025-04578,2025-11-23,2025-11,Europe,Spain,Emma Laurent,Wireless Mouse,Accessories,4,62.4,249.6,96.0,153.6
SO-2025-02135,2025-11-23,2025-11,Europe,Germany,Oliver Smith,Wireless Mouse,Accessories,7,55.9,391.3,168.0,223.3
SO-2025-01702,2025-11-24,2025-11,APAC,Singapore,Haruto Sato,Wireless Mouse,Accessories,5,65.0,325.0,120.0,205.0
SO-2025-02425,2025-11-24,2025-11,Europe,Spain,Oliver Smith,USB-C Dock,Accessories,3,147.6,442.8,264.0,178.8
SO-2025-02649,2025-11-24,2025-11,Europe,France,Oliver Smith,Analytics Add-on,Software,15,382.5,5737.5,1050.0,4687.5
SO-2025-00991,2025-11-24,2025-11,Europe,France,Noah Muller,Wireless Mouse,Accessories,8,58.5,468.0,192.0,276.0
SO-2025-04377,2025-11-24,2025-11,North America,United States,Sofia Ramirez,UltraWide Monitor 34,Hardware,1,496.0,496.0,410.0,86.0
SO-2025-03067,2025-11-24,2025-11,LATAM,Brazil,Mateo Silva,Mechanical Keyboard,Accessories,1,124.8,124.8,62.0,62.8
SO-2025-02393,2025-11-24,2025-11,APAC,Singapore,Priya Nair,Wireless Mouse,Accessories,1,60.45,60.45,24.0,36.45
SO-2025-01555,2025-11-24,2025-11,North America,United States,Liam Chen,CRM Suite (annual),Software,13,873.0,11349.0,1820.0,9529.0
SO-2025-02305,2025-11-24,2025-11,LATAM,Chile,Camila Rojas,Noise-Cancel Headset,Accessories,2,225.6,451.2,236.0,215.2
SO-2025-00304,2025-11-24,2025-11,North America,Canada,Sofia Ramirez,Security Suite,Software,19,602.0,11438.0,2090.0,9348.0
SO-2025-01608,2025-11-24,2025-11,APAC,Singapore,Chloe Wong,Laptop Pro 15,Hardware,4,1261.5,5046.0,3920.0,1126.0
SO-2025-02523,2025-11-24,2025-11,North America,Canada,Liam Chen,USB-C Dock,Accessories,4,154.8,619.2,352.0,267.2
SO-2025-05746,2025-11-24,2025-11,APAC,India,Haruto Sato,USB-C Dock,Accessories,6,153.0,918.0,528.0,390.0
SO-2025-05668,2025-11-24,2025-11,APAC,India,Haruto Sato,USB-C Dock,Accessories,5,165.6,828.0,440.0,388.0
SO-2025-05536,2025-11-24,2025-11,North America,Canada,Sofia Ramirez,Analytics Add-on,Software,5,373.5,1867.5,350.0,1517.5
SO-2025-03433,2025-11-24,2025-11,North America,United States,Liam Chen,Security Suite,Software,18,672.0,12096.0,1980.0,10116.0
SO-2025-02278,2025-11-24,2025-11,APAC,India,Priya Nair,UltraWide Monitor 34,Hardware,1,551.8,551.8,410.0,141.8
SO-2025-05016,2025-11-24,2025-11,Europe,France,Emma Laurent,Security Suite,Software,22,637.0,14014.0,2420.0,11594.0
SO-2025-00245,2025-11-24,2025-11,North America,Canada,Liam Chen,Laptop Pro 15,Hardware,1,1290.5,1290.5,980.0,310.5
SO-2025-02937,2025-11-25,2025-11,North America,United States,Ava Thompson,Wireless Mouse,Accessories,4,59.15,236.6,96.0,140.6
SO-2025-00817,2025-11-25,2025-11,Europe,Germany,Noah Muller,Laptop Air 13,Hardware,3,945.0,2835.0,2100.0,735.0
SO-2025-00741,2025-11-25,2025-11,North America,United States,Liam Chen,Wireless Mouse,Accessories,8,53.3,426.4,192.0,234.4
SO-2025-03001,2025-11-25,2025-11,Europe,Germany,Emma Laurent,Analytics Add-on,Software,5,414.0,2070.0,350.0,1720.0
SO-2025-00739,2025-11-25,2025-11,North America,Canada,Sofia Ramirez,Laptop Pro 15,Hardware,4,1421.0,5684.0,3920.0,1764.0
SO-2025-04266,2025-11-25,2025-11,Europe,Germany,Emma Laurent,Analytics Add-on,Software,8,400.5,3204.0,560.0,2644.0
SO-2025-00929,2025-11-25,2025-11,LATAM,Argentina,Camila Rojas,Analytics Add-on,Software,8,396.0,3168.0,560.0,2608.0
SO-2025-01639,2025-11-25,2025-11,APAC,Singapore,Chloe Wong,Wireless Mouse,Accessories,4,59.8,239.2,96.0,143.2
SO-2025-03990,2025-11-25,2025-11,North America,Mexico,Sofia Ramirez,Analytics Add-on,Software,19,432.0,8208.0,1330.0,6878.0
SO-2025-05314,2025-11-25,2025-11,LATAM,Brazil,Mateo Silva,Security Suite,Software,1,686.0,686.0,110.0,576.0
SO-2025-00315,2025-11-25,2025-11,North America,Canada,Liam Chen,Mechanical Keyboard,Accessories,8,128.7,1029.6,496.0,533.6
SO-2025-00469,2025-11-25,2025-11,APAC,Singapore,Haruto Sato,Noise-Cancel Headset,Accessories,10,201.6,2016.0,1180.0,836.0
SO-2025-03947,2025-11-25,2025-11,North America,Mexico,Ava Thompson,Analytics Add-on,Software,2,445.5,891.0,140.0,751.0
SO-2025-00887,2025-11-25,2025-11,APAC,Australia,Chloe Wong,USB-C Dock,Accessories,2,151.2,302.4,176.0,126.4
SO-2025-00060,2025-11-25,2025-11,North America,Canada,Ava Thompson,Analytics Add-on,Software,5,450.0,2250.0,350.0,1900.0
SO-2025-05758,2025-11-25,2025-11,North America,Mexico,Ava Thompson,Laptop Air 13,Hardware,1,987.0,987.0,700.0,287.0
SO-2025-03826,2025-11-25,2025-11,Europe,France,Noah Muller,UltraWide Monitor 34,Hardware,4,551.8,2207.2,1640.0,567.2
SO-2025-01332,2025-11-25,2025-11,APAC,India,Priya Nair,Noise-Cancel Headset,Accessories,2,232.8,465.6,236.0,229.6
SO-2025-02194,2025-11-26,2025-11,APAC,India,Haruto Sato,Analytics Add-on,Software,14,414.0,5796.0,980.0,4816.0
SO-2025-00475,2025-11-26,2025-11,APAC,Singapore,Chloe Wong,Mechanical Keyboard,Accessories,3,111.8,335.4,186.0,149.4
SO-2025-01455,2025-11-26,2025-11,North America,Canada,Sofia Ramirez,Mechanical Keyboard,Accessories,2,115.7,231.4,124.0,107.4
SO-2025-05218,2025-11-26,2025-11,Europe,France,Noah Muller,Mechanical Keyboard,Accessories,10,123.5,1235.0,620.0,615.0
SO-2025-04096,2025-11-26,2025-11,Europe,Germany,Noah Muller,USB-C Dock,Accessories,4,145.8,583.2,352.0,231.2
SO-2025-04720,2025-11-26,2025-11,North America,Canada,Ava Thompson,Laptop Pro 15,Hardware,3,1421.0,4263.0,2940.0,1323.0
SO-2025-03414,2025-11-26,2025-11,Europe,Germany,Noah Muller,Laptop Air 13,Hardware,2,861.0,1722.0,1400.0,322.0
SO-2025-04784,2025-11-26,2025-11,North America,Mexico,Ava Thompson,USB-C Dock,Accessories,3,149.4,448.2,264.0,184.2
SO-2025-03000,2025-11-26,2025-11,North America,Canada,Sofia Ramirez,UltraWide Monitor 34,Hardware,1,601.4,601.4,410.0,191.4
SO-2025-04366,2025-11-26,2025-11,North America,Canada,Ava Thompson,Security Suite,Software,3,574.0,1722.0,330.0,1392.0
SO-2025-02010,2025-11-26,2025-11,APAC,Australia,Chloe Wong,Analytics Add-on,Software,13,427.5,5557.5,910.0,4647.5
SO-2025-03853,2025-11-26,2025-11,North America,United States,Liam Chen,Mechanical Keyboard,Accessories,5,106.6,533.0,310.0,223.0
SO-2025-02596,2025-11-26,2025-11,North America,Canada,Ava Thompson,Wireless Mouse,Accessories,3,56.55,169.65,72.0,97.65
SO-2025-00530,2025-11-26,2025-11,North America,United States,Ava Thompson,Wireless Mouse,Accessories,1,56.55,56.55,24.0,32.55
SO-2025-05387,2025-11-26,2025-11,Europe,Spain,Emma Laurent,UltraWide Monitor 34,Hardware,2,589.0,1178.0,820.0,358.0
SO-2025-01180,2025-11-26,2025-11,APAC,Japan,Haruto Sato,Wireless Mouse,Accessories,2,61.1,122.2,48.0,74.2
SO-2025-01847,2025-11-26,2025-11,North America,Mexico,Liam Chen,Laptop Pro 15,Hardware,4,1160.0,4640.0,3920.0,720.0
SO-2025-00970,2025-11-26,2025-11,Europe,France,Noah Muller,CRM Suite (annual),Software,18,729.0,13122.0,2520.0,10602.0
SO-2025-04047,2025-11-26,2025-11,Europe,Spain,Oliver Smith,Wireless Mouse,Accessories,5,65.0,325.0,120.0,205.0
SO-2025-02818,2025-11-26,2025-11,APAC,Australia,Priya Nair,Noise-Cancel Headset,Accessories,4,208.8,835.2,472.0,363.2
SO-2025-03214,2025-11-26,2025-11,APAC,Australia,Haruto Sato,Noise-Cancel Headset,Accessories,8,240.0,1920.0,944.0,976.0
SO-2025-03052,2025-11-26,2025-11,North America,Canada,Sofia Ramirez,Laptop Pro 15,Hardware,2,1203.5,2407.0,1960.0,447.0
SO-2025-00173,2025-11-26,2025-11,North America,Canada,Sofia Ramirez,Laptop Pro 15,Hardware,1,1319.5,1319.5,980.0,339.5
SO-2025-05626,2025-11-26,2025-11,North America,Canada,Sofia Ramirez,Laptop Air 13,Hardware,3,892.5,2677.5,2100.0,577.5
SO-2025-03860,2025-11-26,2025-11,North America,Canada,Liam Chen,Laptop Air 13,Hardware,1,955.5,955.5,700.0,255.5
SO-2025-00743,2025-11-27,2025-11,LATAM,Chile,Diego Fernandez,Security Suite,Software,7,602.0,4214.0,770.0,3444.0
SO-2025-05868,2025-11-27,2025-11,North America,Canada,Liam Chen,UltraWide Monitor 34,Hardware,4,595.2,2380.8,1640.0,740.8
SO-2025-04316,2025-11-27,2025-11,North America,Mexico,Ava Thompson,Laptop Air 13,Hardware,2,1029.0,2058.0,1400.0,658.0
SO-2025-03179,2025-11-27,2025-11,North America,Mexico,Liam Chen,Security Suite,Software,14,700.0,9800.0,1540.0,8260.0
SO-2025-02579,2025-11-27,2025-11,APAC,Singapore,Haruto Sato,Laptop Air 13,Hardware,4,1029.0,4116.0,2800.0,1316.0
SO-2025-02565,2025-11-27,2025-11,North America,Canada,Liam Chen,Wireless Mouse,Accessories,10,59.15,591.5,240.0,351.5
SO-2025-00876,2025-11-27,2025-11,APAC,India,Priya Nair,CRM Suite (annual),Software,23,837.0,19251.0,3220.0,16031.0
SO-2025-03752,2025-11-27,2025-11,Europe,Germany,Noah Muller,Noise-Cancel Headset,Accessories,8,223.2,1785.6,944.0,841.6
SO-2025-03938,2025-11-27,2025-11,Europe,France,Noah Muller,Security Suite,Software,3,630.0,1890.0,330.0,1560.0
SO-2025-00945,2025-11-27,2025-11,APAC,Australia,Haruto Sato,Security Suite,Software,18,609.0,10962.0,1980.0,8982.0
SO-2025-00644,2025-11-27,2025-11,Europe,United Kingdom,Noah Muller,Security Suite,Software,23,665.0,15295.0,2530.0,12765.0
SO-2025-04313,2025-11-27,2025-11,APAC,Australia,Priya Nair,CRM Suite (annual),Software,25,828.0,20700.0,3500.0,17200.0
SO-2025-02104,2025-11-27,2025-11,Europe,Spain,Emma Laurent,Laptop Air 13,Hardware,2,955.5,1911.0,1400.0,511.0
SO-2025-04945,2025-11-27,2025-11,APAC,India,Priya Nair,USB-C Dock,Accessories,5,144.0,720.0,440.0,280.0
SO-2025-05884,2025-11-27,2025-11,North America,United States,Liam Chen,Laptop Pro 15,Hardware,3,1435.5,4306.5,2940.0,1366.5
SO-2025-00277,2025-11-27,2025-11,North America,United States,Sofia Ramirez,CRM Suite (annual),Software,3,801.0,2403.0,420.0,1983.0
SO-2025-02931,2025-11-27,2025-11,North America,Canada,Liam Chen,Noise-Cancel Headset,Accessories,8,235.2,1881.6,944.0,937.6
SO-2025-03984,2025-11-27,2025-11,LATAM,Brazil,Camila Rojas,USB-C Dock,Accessories,2,145.8,291.6,176.0,115.6
SO-2025-05621,2025-11-28,2025-11,APAC,Singapore,Haruto Sato,Analytics Add-on,Software,4,391.5,1566.0,280.0,1286.0
SO-2025-02712,2025-11-28,2025-11,North America,Canada,Liam Chen,UltraWide Monitor 34,Hardware,4,558.0,2232.0,1640.0,592.0
SO-2025-00226,2025-11-28,2025-11,LATAM,Chile,Camila Rojas,CRM Suite (annual),Software,18,801.0,14418.0,2520.0,11898.0
SO-2025-00008,2025-11-28,2025-11,North America,Canada,Liam Chen,Noise-Cancel Headset,Accessories,6,232.8,1396.8,708.0,688.8
SO-2025-05010,2025-11-28,2025-11,Europe,Germany,Oliver Smith,Laptop Air 13,Hardware,2,1039.5,2079.0,1400.0,679.0
SO-2025-05201,2025-11-28,2025-11,Europe,United Kingdom,Noah Muller,Security Suite,Software,6,644.0,3864.0,660.0,3204.0
SO-2025-01120,2025-11-28,2025-11,North America,United States,Ava Thompson,Security Suite,Software,24,637.0,15288.0,2640.0,12648.0
SO-2025-00535,2025-11-28,2025-11,APAC,Australia,Chloe Wong,CRM Suite (annual),Software,21,837.0,17577.0,2940.0,14637.0
SO-2025-01910,2025-11-28,2025-11,North America,Canada,Sofia Ramirez,Wireless Mouse,Accessories,6,59.15,354.9,144.0,210.9
SO-2025-01647,2025-11-28,2025-11,LATAM,Argentina,Camila Rojas,CRM Suite (annual),Software,8,864.0,6912.0,1120.0,5792.0
SO-2025-01200,2025-11-28,2025-11,North America,Canada,Sofia Ramirez,Analytics Add-on,Software,2,441.0,882.0,140.0,742.0
SO-2025-02237,2025-11-28,2025-11,North America,United States,Ava Thompson,Security Suite,Software,2,581.0,1162.0,220.0,942.0
SO-2025-04374,2025-11-28,2025-11,APAC,India,Haruto Sato,Noise-Cancel Headset,Accessories,4,216.0,864.0,472.0,392.0
SO-2025-02299,2025-11-28,2025-11,North America,United States,Ava Thompson,Laptop Pro 15,Hardware,1,1377.5,1377.5,980.0,397.5
SO-2025-02285,2025-11-28,2025-11,Europe,Spain,Emma Laurent,Security Suite,Software,18,665.0,11970.0,1980.0,9990.0
SO-2025-05026,2025-11-28,2025-11,North America,Mexico,Liam Chen,Laptop Pro 15,Hardware,3,1160.0,3480.0,2940.0,540.0
SO-2025-00783,2025-11-28,2025-11,North America,United States,Ava Thompson,USB-C Dock,Accessories,3,149.4,448.2,264.0,184.2
SO-2025-00430,2025-11-28,2025-11,North America,United States,Liam Chen,CRM Suite (annual),Software,22,828.0,18216.0,3080.0,15136.0
